calisma_sekli,departman,egitim,genel_nit_is_tanimi,ilan_baslik,label,sehir,sektor,sirket_adi,tecrube
,,,"Üniversitelerin ilgili bölümlerinden mezun ,Web uygulama geliştirme konularında en az 5 yıl tecrübeye sahip ,Kendini geliştirmeye özen gösteren ve araştırmayı seven ,Nesne yönelimli programlama konusunda deneyimli ,Literatürü takip edebilecek seviyede İngilizce bilgisine sahip ,Ekibin etkin üyesi olarak çalışabilecek İnsan ilişkileri kuvvetli ,Erkek adaylar için askerliğini tamamlamış ,İŞ TANIMI .,Net platformunda C# ile web uygulama geliştirme konusunda tecrübeli, ,Nesne Yönelimli Programlama konusuna hakim, ,Genel veri tabanı yönetim sistemi ve veri modelleme bilgisine sahip, tercihen MSSQL ve MongoDB konusunda tecrübeli, ,ASP.NET MVC,Json ve Web Api konularında tecrübeli, Tercihen ASP .Net Core ile proje geliştirmiş, JavaScript, CSS, JQuery teknolojilerine hakim, ,AngularIO ve benzer SPA teknolojilerini kullanmış, ,Tercihen EntityFramework veya bir ORM aracı kullanmış ,Hızlı değişen gündemle ilgili içerikleri takip edebilecek düzeyde İngilizce bilen, ,Sorumluluk sahibi ve sonuç odaklı, ,Takım çalışmasına yatkın, iletişim becerileri yüksek, ,Esnek çalışma saatlerine uyum gösterebilecek, ,Versiyonlama sistemleri hakkında bilgi sahibi (SVN,GIT,TFS), ,Temiz kod yazabilen ve döküman hazırlayabilen, ,Tercihen JIRA kullanabilen, ,Analiz yeteneği olan, gelen analizleri takım arkadaşlarıyla paylaşabilecek, planlayabilecek lider özelliklere sahip ,Kıdemli Yazılım Geliştirme Uzmanı alınacaktır.",Kıdemli Yazılım Geliştirme Uzmanı,banka_sigorta,,,DOA Bilgi Teknolojileri A.Ş,
,,,"STM A.Ş. olarak konusunda deneyimli, aşağıda belirtilen ölçütlere uyan siz değerli adaylarımızı,“KIDEMLİ YAZILIM MÜHENDİSİ” pozisyonunda görev almak için firmamıza görüşmeye davet ediyor; teknik, yönetsel ve kişisel gelişim eğitim olanakları ile sürekli gelişiminizi sağlayabileceğiniz yeni bir kariyer yolu fırsatı sunuyoruz.,Gerekli Yetkinlikler,· Üniversitelerin Elektrik-Elektronik Mühendisliği, Bilgisayar Mühendisliği, Yazılım Mühendisliği veya ilgili bölümlerinden en az lisans derecesi ile mezun, ,· Nesne yönelimli programa dilleri ile minimum 5 yıl yazılım geliştirme deneyimine sahip, ,· Java ile yazılım geliştirme konusunda deneyim sahibi, ,· NoSQL ve/veya İlişkisel Veri Tabanları konularında deneyimli, ,·HTML, CSS, JavaScript gibi web teknolojileri hakkında bilgi sahibi, ,·Yazılı ve sözel olarak çok iyi seviyede İngilizce bilen, ,Tercih Sebebi Yetkinlikler ,·Java ile web uygulaması geliştirme konusunda bilgi/deneyim sahibi olmak ,·Modern Web UI altyapılarından en az biri (React, Angular, Ember, Vue vb.) ile yazılım geliştirmiş ",KIDEMLİ YAZILIM MÜHENDİSİ,banka_sigorta,,,STM-Savunma Teknolojileri Mühendislik ve Ticaret A.Ş.,7 - 20 yıl tecrübeli adaylar
,,,"Dünya markalarına hizmet veren üretim şirketimiz için aşağıdaki özelliklere sahip “SAP ABAP Yazılımcısı” arıyoruz.,Üniversitelerin ilgili Mühendislik (Bilgisayar veya Endüstri Mühendisliği) bölümlerinden veya ilgili bölümlerinden mezun,,SAP ABAP yazılımı konusunda az  3-5 yıl tecrübesi olan,, ,Data Migration, Entegration, SAP Script, Smart Forms, BADI, BAPI, ALE, Web Services ODATA, User-Exit, Batch Input, Enhancement, yetkilendirme  konularında bilgi ve tecrübe sahibi olmak,,Tercihen Fiori Konusunda Geliştirme Yapmış olmak, ,Tercihen Veri Ambarı ve Businiess Object ortamında yönetim raporları geliştirmiş olmak,,Yazılım geliştirme, veri mimarisi ve modellemesi ve test yönetim yaklaşımı konularında tecrübeli,,Problem çözümünde yaratıcı ve analitik bakış güçlü,, ,Tercihen iyi derecede İngilizce bilgisine sahip,, ,Erkek adaylar için askerliğini tamamlamış,, ,İŞ TANIMI,İş birimlerinin ihtiyaç analizlerini yaparak, öncelikli olarak standart sistemler dahilinde uyarlama ile çözüm üretmek,,Standart uygulamalarda çözüm üretilemediği durumlarda talepleri SAP ABAP kodlama standartlarına göre geliştirmek,,Programlama gerekliliğinde, şirket standartlarında tarifli proje yönetimi yaklaşımı ile geliştirdiği yazılımların birim testlerini gerçekleştirmek ve dokümantasyonunu hazırlamak,,Günlük olarak ,iş önceliklerine göre oluşan programsal hataları ve problemleri çözmek,",SAP ABAP Yazılımcısı,banka_sigorta,,,Texim,
,,,"Yazılım Uzmanı,Albaraka Türk Katılım Bankası A.Ş.',
,Üniversitelerin Bilgisayar, Elektrik-Elektronik veya Matematik Mühendisliğiveya ilgili bölümlerinden mezun,,Katılım bankacılığı alanında çalışmaya istekli, ,.NET(ASP.NET, C#) platformunda uygulama geliştirme konusunda 1-3 yıllık deneyime sahip,,SQL Server veri tabanı ve T-SQL konularında bilgi sahibi, ,Tercihen kurumsal web tabanlı uygulamalarda tecrübeli, ,Dokümantasyon yeteneğine sahip, yaptığı işi yazılı hale getirmeyi seven, ,Analitik düşünebilen, sonuç odaklı ve yeniliklere açık, ,Ekip çalışmasına yatkın, ,İyi derecede İngilizce bilen, ,Askerlik görevi ile ilişiği olmayan veya 3 yıl tecilli (Erkek adaylar için) ,'Yazılım Uzmanı',aranmaktadır.,İŞ TANIMI",YAZILIM UZMANI,banka_sigorta,,,Albaraka Türk Katılım Bankası A.Ş.,
,,,"Üniversitelerin Bilgisayar mühendisliği veya Yazılım mühendisliği ile  ilgili bölümlerinden mezunsanız,,Alanınınızda en az 2 yıl iş tecrübeniz var ise,,Java, J2EE, Spring MVC konusunda tecrübeliyseniz,,JSP, Hibernate, Maven frameworklerinde tecrübeliyseniz,,HTML5, CSS3, Javascript, Ajax, XML Web servis, SQL ve JQuery konularında tecrübeliyseniz,,Spring MVC teknolojisi kullanarak Web uygulaması geliştirmek konusunda tecrübeliyseniz,,İyi derecede İngilizce biliyorsanız,,Takım çalışmasına yatkın, problem çözme, karar alma, planlama becerileriniz gelişmiş ise,,Object Oriented yazılım geliştirme prensipleri konusunda bilgi sahibiyseniz,,Askerlik görevinizi tamamladıysanız, (Erkek adaylar için),başvurularınızı bekliyoruz.,İŞ TANIMI,SAP Hybris e-Commerce projelerinde görev almak, ,Hybris ‘in standart iş modüllerinde geliştirme, genişletme ve uyarlama çalışmaları yapmak,,İhtiyaç duyulan yazılımlar için, geliştirme süreçleri olan analiz, tasarım ve yazılım kodlama konularında, yazılım geliştirme müdürü’ne raporlama yapabilecek,,Düzenli ve sürekli olarak süreçlerde iyileştirme alanlarını tespit etmek ve projelendirerek önerilerde bulunmak.",Java Yazılım Uzmanı,banka_sigorta,,,ebebek,
,,,"ABB,'nin çözüm ortağı olarak  su & atıksu, maden & çimento, petrokimya,enerji,gıda ve ilaç gibi sektörlerde, Elektrik & Otomasyon & Enstrümantasyon alanında anahtar teslimi çözümler sunan ,YEO,' nun  ''İstanbul - Tuzla Merkez Ofisimizde  ,görevlendirilmek üzere  başarı ve heyecanımızı paylaşacak ,“Otomasyon Yazılım Mühendisi” ,takım arkadaşı arayışımız bulunmaktadır. , ,Fakültelerin Kontrol, Elektrik veya Mekatronik Mühendisliği bölümlerinden mezun,,Elektrik-otomasyon konusunda en az 3 yıllık tecrübeye sahip, ,PLC-DCS, SCADA, HMI kullanımı ve yazılımı konusunda bilgi sahibi,,ABB ve Siemens otomasyon sistemleri ürünlerinden en az birini bilen, ,Otomasyon haberleşme sistemleri hakkında bilgi sahibi olan, ,Elektrik panel projelerini okuyabilen, ,Analitik düşünme, problem çözme becerileri gelişmiş ve sonuç odaklı olması, ,İngilizce bilen, ,B sınıfı ehliyet sahibi olunması ve fiilen araç kullanıyor olması, ,Yurt içi-yurtdışı seyahat engeli olmaması, ,Askerlik görevini tamamlamış veya en az 2 yıl tecilli ,İŞ TANIMI,Process ve Enerji alanlarındaki projelerde aşağıdaki görevlerden sorumlu olması beklenmektedir;,Proje IO- ekipman -enstrüman listeleri hazırlanması, ,Kontrol sistemi hardware yapısının oluşturulması ,PLC-DCS, SCADA ve HMI yazılımlarının hazırlanması, ,Yazılım test ve simülasyonların yapılması, ,Proje yazılım dokümantasyonun yapılması, ,Otomasyon sisteminin devreye alınması, ,Kurulan sistemin son kullanıcı eğitimlerinin verilmesi, ",Otomasyon Yazılım Mühendisi,banka_sigorta,,,Yeo Elektrik Otomasyon A.Ş. - Yeo,
Uzman,Sürekli / Tam zamanlı,"Ön Lisans(Mezun), Üniversite(Öğrenci), Üniversite(Mezun), Yüksek Lisans(Öğrenci), Yüksek Lisans(Mezun)","Şirketimiz bünyesinde Pendik/Teknopark’ta bulunan ofisimizde aşağıdaki niteliklere sahip ASP.NET C# Yazılım Uzmanı pozisyonunda değerlendirilmek üzere;,Üniversitelerin Bilgisayar Mühendisliği veya Bilgisayar Programcılığı bölümlerinden mezun,,Yazılım sektöründe en az 2 yıl tecrübeli,,Ekip çalışmasına yatkın,, ,C#, Asp. Net, Ms Sql Server kullanarak kurumsal uygulama geliştirmiş,,Çok katmanlı mimari ile yazılım geliştirmiş,,Aktif olarak Store Procedure yazmış ve index, trigger vs. konularından bilgi sahibi, ,Aktif olarak Jquery, HTML5, Javascript, CSS, Json kullanan, ,Ms Sql Server ve diğer ilişkisel veri tabanları hakkında deneyimli,,Gelişmeye açık, güncel teknolojileri takip eden, yeni proje ve teknolojilere kolay uyum sağlayabilecek.,Erkek adaylar için askerlik ile en az 2 yıl ilişiği bulunmayan,,İŞ TANIMI,Firmamız bünyesinde geliştirilen ve geliştirilecek olan uygulamaların analiz, tasarım, geliştirme ve test aşamalarında, var olan yazılımların hatalarının düzeltilmesi ve ek isteklerin karşılanmasında çalışabilecek takım arkadaşları aramaktayız.",Yazılım Uzmanı,banka_sigorta,,Çağrı Merkezi Hizmetleri,Online Teknoloji ve Danışmanlık A.Ş.,En az 2 yıl tecrübeli adaylar
,,,"Şirket Hakkında:,READY, en yenilikçi teknoloji çözümlerini sunarak paydaşlarını bugünün ilerisine taşımak amacıyla yola çıkmıştır.,Her zaman güncel olmayı, geleceğe yönelik teknolojiler geliştirmeyi ve en iyi çözümleri üretmeyi kendine felsefe edinmiştir.,Gerek kendi ürünleri ve danışmanlık hizmetleri, gerekse sektör liderleri ile olan stratejik iş ortaklıkları sayesinde müşterilerine uçtan-uca çözümler sunmayı hedeflemektedir.,Adaylardan beklediğimiz nitelikler :,Üniversitelerin 4 yıllık eğitim veren ilgili bölümlerinden mezun ,Uygulama geliştirme alanında minimum 3 yıl deneyimli ,Analitik düşünce yapısına sahip, problem çözme becerisi yüksek ,Takım çalışmasına yatkın, iletişimi kuvvetli, çözüm odaklı, koordinasyon becerisi yüksek,Yeni teknolojilere ve gelişmeye açık, ,İyi seviyede İngilizce bilen ,İŞ TANIMI,Pozisyonun sorumlu olacağı görevler aşağıdaki gibidir:,Analiz, tasarım ve geliştirme süreçlerinde yer almak ,Test süreçlerini planlamak ,Mevcut projelerin bakım çalışmalarını yapmak ,Gelişen teknolojileri yakından takip ederek kendini güncel tutmak ,Teknik Yetkinlikler:,Object Oriented kodlama konusunda tecrübeli ve terminolojiye hakim, ,ASP.NET, Web Forms, Entity Framework, Windows Services konularında tecrübeli,,Kurumsal düzeyde uygulama geliştirmiş, ,HTML5, CSS3, Javascript, JQuery, Responsive Design konularında tecrübeli, ,SQL Server (T-SQL)  veritabanı üzerinde uygulama geliştirmiş,",Yazılım Uzmanı,banka_sigorta,,,Ready Teknoloji Hizmetleri A.Ş.,
,,,"Genel Nitelikler ,• Üniversitelerin ilgili bölümlerinden mezun, ,• Visual Studio.Net, C#, Asp.Net konularında bilgili, ,• MS SQL Server, Web Servis, TFS teknolojilerinde bilgili, ,• Çağrı merkezi uygulamalarında yazılım geliştirme konusunda fikir sahibi, ,• Analitik düşünebilen, hedef ve kalite odaklı, ,• Bilgi teknolojileri literatürünü ve yenilikleri takip edebilecek düzeyde İngilizce bilen, ,• Ekip çalışmasına yatkın, iletişime açık, ,• Dinamik, enerjik, istekli ve gelişime açık, ,• Erkek adaylar için askerliğik görevini tamamlamış. ,İş Tanımı ,Şirketimiz bünyesinde ürün/çözüm geliştirme projeleri kapsamında; Geliştirme, iş analizi, entegrasyon, tasarım çalışmalarına destek, uygulamanın devreye alınması aşamasında ve sonrasında desteğin verilmesi. ",Yazılım Geliştirme Uzmanı,banka_sigorta,,,Comdata Türkiye,
(Belirtilmemiştir),Sürekli / Tam zamanlı,,"Eğitim hayatının kaymağını bilgisayar mühendisliği veya ilgili bölümler okuyarak yemiş, ,Menüsünde en az 5 yıllık .NET yazılım geliştirme tecrübesi olan, ,Ara sıcak olarak ASP.NET, C#, MVC, Windows Service Applications ve SQL tarafında tecrübeli, ,Meze olarak Dynamics CRM bilen veya öğrenmek isteyen, ,Ara sıcak olarak HTML, Javascript, CSS alanlarında tecrübeli, ,Ekip çalışmasında tahin pekmez uyumuna sahip, yazılım süreçleri konusunda fikir sahibi (SCRUM), ,Tatlı olarak, araştırmayı seven, yaratıcı, analitik düşünme becerisi gelişmiş, ,Su gibi İngilizce konuşan, ,Erkek adaylar için askerlikte ""yaylalar yaylalar"" demiş, ya da en az 2 sene tecilli,,İŞ TANIMI, ,Dünyanın en büyük mutfağında Bilgi Teknolojileri ekibinde yer alacak, Yemeksepeti.com’un CRM ekibinde yazılım geliştirme ve bakım süreçlerinden sorumlu olacak,, Kıdemli Yazılım Geliştirme Uzmanı, arıyoruz.",Kıdemli Yazılım Geliştirme Uzmanı,banka_sigorta,,E-ticaret,Yemek Sepeti Elektronik İletişim Gıda San.,
,,,"Üniversitelerin Yazılım/Bilgisayar mühendisliği bölümlerinden mezun,,Yazılım mühendisi olarak yetiştirilmek üzere, ,.NET ortamında uygulama geliştirme konusunda bilgi sahibi,,Yazılım geliştirmeye ve araştırma yapmaya yönelik orta/iyi derece İngilizce bilgisine sahip olan,,Analitik düşünme ve problem çözme yeteneği gelişmiş, ,Enerjik, takım çalışmasına yatkın, iletişim becerileri güçlü, ,Bursa’da ikamet eden veya edebilecek,,Bursa İnegöl’de faaliyet gösteren şirketimizde Yazılım Mühendisi olarak görevlendirilmek üzere yukarıda belirtilen özellikleri taşıyan takım arkadaşı aramaktayız.",Yazılım Mühendisi,banka_sigorta,,,Sanko Tekstil İşl. San. Ve Tic. A.Ş. İsko,
,,,"ECHO kurulduğu 1993 senesinden günümüze kadar Türkiye’nin ve dünyanın önde gelen özel ve kamu kurumları ile çalışmanın sonucunda elde ettiği bilgi birikimini teknolojik yaratıcılıkla birleştirerek işletmelerin çevikleşmesini sağlayacak yazılım ürünleri geliştirmektedir. Bu süreç zarfında uzmanlaştığı sektörlerdeki firmaların tüm iş süreçlerini destekleyecek gelişmiş uçtan uca yazılım çözümleri sunmaktadır.,25 seneyi aşkın süredir büyük bir heyecan ve keyifle geliştirdiğimiz yazılımlarımız ile ilgili proje yönetimi departmanımızın gelişen kadrosunda görev almak üzere aşağıdaki niteliklerde,Yazılım Proje Danışmanı,aramaktayız.,GENEL NİTELİKLER,Üniversite mezunu (bilgisayar, matematik veya ilişkili diğer bölümler),Ticari uygulamalar konusunda tecrübeli,Otomotiv sektöründe yazılım tecrübesi (tercih sebebi),Muhasebe ve stok yönetimi temel kurallarına hakim,MS Windows işletim sistemleri, MS SqlServer ve/veya Oracle veri tabanı bilgisi ,İyi düzeyde SQL bilgisi,Seyahat engeli olmayan, ehliyet sahibi, aktif araç kullanabilen ,Konusunda en az 2 yıl deneyim sahibi ,Proje yönetimi ve takibi yapabilen ,Dokümantasyon ve raporlama disiplini olan ,Sonuç odaklı,Problem çözme kabiliyeti olan,Analitik düşünme yeteneği olan ,İnsan ilişkilerinde başarılı ,İyi derecede İngilizce bilen ,Erkek adaylar için askerlik hizmetini tamamlamış olan ,Tercihen İstanbul Avrupa yakasında ikamet eden  ,İŞ TANIMI,Efespro ürün ailesindeki bilgi sistemlerinin müşterilerimizde devreye alınması (implementasyon). ,Devreye alınma hizmetleri kapsamında yazılımın kuruluş, eğitim ve danışmanlık hizmetlerinin gerçekleştirilmesi. ,Proje dışı zamanlarda analiz, test ve proje dokümantasyonu faaliyetlerini gerçekleştirilmesi. ,Efespro Bilgi sistemleri devreye  alım metodolojisine uygun proje yönetilmesi",YAZILIM PROJE DANIŞMANI,banka_sigorta,,,ECHO Yönetim ve Bilişim Hizmetleri  A.Ş.,
,,,"
,Bilgisayar Mühendisliği, Elektronik Mühendisliği veya üniversitelerin benzer bölümlerinden mezun ,İyi derecede Oracle, PL-SQL, C#, Web teknolojileri (HTML5, CSS, JAVASCRIPT) bilgisine sahip ,CRM ve entegrasyon odaklı kodlar geliştirmiş ,Web UI uygulamaları ve Responsive kurumsal uygulamalar geliştirme deneyimine sahip ,SOA servis odaklı mimari deneyimi olan ,En az 3 yıl web tabanlı tercihen Asp.Net, MVC, son kullanıcı etkileşimli uygulama deneyimine sahip ,Gerektiğinde iş analizlerini ve teknik analizleri yapabilecek ,Sorumluluk sahibi ve teknik insiyatif alabilecek ,İngilizce bilgisine sahip ,Erkek adaylar için askerlik görevini tamamlamış , İŞ TANIMI ,
, Alternatif dağıtım kanalları iş ihtiyaçlarına yönelik çözümlerin analiz, geliştirme ve değişikliklerin yapılması. Test süreçlerinin geliştirilmesi ve projenin canlı ortama aktarılmasının koordine edilmesi. , ADK uygulamalarının ve servislerin devamlılığının, yüksek erişebilirliğinin sağlanması. , Yapılan geliştirme ve değişikliklerin, ilgili diğer sistemlerle olan entegrasyonlarının sağlanması. ,  Digiturk Kişisel Verilerin Korunması ve İşlenmesi Çalışan Adayı Aydınlatma Metnine ulaşmak için //kvkk.digiturk.com.tr/ adresini ziyaret edebilirsiniz. ,
",Alternatif Dağıtım Kanalları Yazılım Uzmanı,banka_sigorta,,,DIGITURK,
